Data Source in SDW: https://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=a84d6d4e363935007adfef754b21c2a0&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=1&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_16Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_17Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_18Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_19Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_21Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_22Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_23Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_28Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_29Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y
2016-02-26,0.257149,0.353150,0.439080,0.515603,0.583620,0.644100,0.697979,0.746116,0.789273,0.828116,-0.503962,0.863214,0.895055,0.924053,0.950562,0.974880,0.997265,1.017935,1.037078,1.054856,1.071410,-0.520034,1.086861,-0.502402,-0.497956,-0.430734,-0.330435,-0.498050,-0.211911,-0.087249,0.035324,0.150933
2016-02-25,0.258033,0.351555,0.435323,0.509972,0.576363,0.635427,0.688066,0.735112,0.777304,0.815284,-0.489518,0.849609,0.880752,0.909117,0.935048,0.958838,0.980738,1.000959,1.019688,1.037081,1.053277,-0.503417,1.068393,-0.485969,-0.479560,-0.412528,-0.314107,-0.483016,-0.198471,-0.077113,0.042138,0.154629
2016-02-24,0.242126,0.333468,0.415271,0.488155,0.552970,0.610625,0.662005,0.707923,0.749100,0.786167,-0.482882,0.819665,0.850057,0.877738,0.903043,0.926259,0.947630,0.967363,0.985639,1.002613,1.018417,-0.499815,1.033168,-0.474537,-0.477944,-0.412981,-0.316957,-0.473586,-0.203966,-0.085352,0.031193,0.141110
2016-02-23,0.324820,0.419187,0.503333,0.578055,0.644332,0.703171,0.755528,0.802266,0.844145,0.881819,-0.480984,0.915851,0.946718,0.974825,1.000517,1.024084,1.045776,1.065805,1.084355,1.101581,1.117622,-0.489710,1.132593,-0.472438,-0.455236,-0.376917,-0.268658,-0.472385,-0.145299,-0.018296,0.104848,0.219874
2016-02-22,0.293124,0.389079,0.474922,0.551350,0.619283,0.679691,0.733513,0.781606,0.824730,0.863546,-0.488115,0.898624,0.930449,0.959435,0.985932,1.010242,1.032620,1.053283,1.072420,1.090193,1.106742,-0.504719,1.122188,-0.472938,-0.477106,-0.404212,-0.299721,-0.475204,-0.178544,-0.052386,0.070931,0.186842
2016-02-19,0.298880,0.394659,0.480359,0.556676,0.624524,0.684869,0.738642,0.786698,0.829794,0.868588,-0.490351,0.903648,0.935459,0.964432,0.990920,1.015221,1.037590,1.058246,1.077376,1.095143,1.111687,-0.503398,1.127128,-0.477531,-0.473141,-0.398698,-0.293485,-0.479143,-0.172102,-0.046013,0.077115,0.192806
2016-02-18,0.332321,0.429866,0.517015,0.594526,0.663363,0.724535,0.779011,0.827668,0.871286,0.910538,-0.479227,0.946004,0.978177,1.007478,1.034262,1.058833,1.081450,1.102335,1.121677,1.139640,1.156365,-0.492124,1.171977,-0.467405,-0.460543,-0.383431,-0.274794,-0.468404,-0.149805,-0.020310,0.105837,0.224102
2016-02-17,0.377116,0.476017,0.563983,0.641933,0.710953,0.772143,0.826532,0.875044,0.918483,0.957543,-0.472371,0.992814,1.024797,1.053915,1.080526,1.104936,1.127401,1.148144,1.167354,1.185193,1.201804,-0.485541,1.217307,-0.459198,-0.450304,-0.366946,-0.251297,-0.460498,-0.119781,0.015153,0.145496,0.266805
2016-02-16,0.385287,0.484718,0.573074,0.651307,0.720534,0.781876,0.836378,0.884975,0.928481,0.967594,-0.470233,1.002909,1.034928,1.064078,1.090717,1.115150,1.137638,1.158400,1.177628,1.195485,1.212110,-0.485093,1.227629,-0.455473,-0.450122,-0.365917,-0.248870,-0.457238,-0.115832,0.020503,0.152022,0.274264
2016-02-15,0.361146,0.457651,0.543315,0.619101,0.686116,0.745468,0.798180,0.845167,0.887221,0.925023,-0.477785,0.959150,0.990090,1.018255,1.043993,1.067600,1.089326,1.109385,1.127961,1.145212,1.161275,-0.491985,1.176267,-0.462309,-0.456630,-0.373103,-0.257807,-0.464551,-0.127323,0.005977,0.134254,0.253248
2016-02-12,0.335971,0.429689,0.512848,0.586398,0.651424,0.709005,0.760139,0.805716,0.846506,0.883170,-0.485421,0.916269,0.946275,0.973590,0.998552,1.021446,1.042516,1.061970,1.079985,1.096715,1.112293,-0.497867,1.126832,-0.470657,-0.462000,-0.379578,-0.266634,-0.472870,-0.139247,-0.009368,0.115455,0.231141
2016-02-11,0.310798,0.404177,0.487300,0.561012,0.626321,0.684251,0.735763,0.781724,0.822889,0.859911,-0.502297,0.893347,0.923669,0.951277,0.976509,0.999655,1.020958,1.040627,1.058843,1.075760,1.091511,-0.508533,1.106213,-0.495680,-0.471626,-0.391271,-0.281607,-0.494951,-0.157525,-0.030403,0.092388,0.206735
2016-02-10,0.358189,0.455811,0.542674,0.619675,0.687876,0.748355,0.802124,0.850089,0.893045,0.931674,-0.480706,0.966558,0.998192,1.026993,1.053316,1.077461,1.099683,1.120202,1.139204,1.156851,1.173282,-0.493460,1.188618,-0.466398,-0.458139,-0.375598,-0.261454,-0.468390,-0.131790,0.001215,0.129715,0.249353
2016-02-09,0.359516,0.454201,0.538239,0.612587,0.678337,0.736573,0.788300,0.834413,0.875688,0.912793,-0.485457,0.946292,0.976663,1.004311,1.029578,1.052752,1.074081,1.093774,1.112010,1.128946,1.144715,-0.492617,1.159433,-0.473472,-0.452035,-0.366004,-0.250383,-0.475037,-0.120961,0.010544,0.136735,0.253616
2016-02-08,0.346312,0.442661,0.528257,0.604029,0.671063,0.730451,0.783209,0.830244,0.872348,0.910198,-0.477497,0.944370,0.975352,1.003556,1.029331,1.052971,1.074729,1.094817,1.113420,1.130697,1.146782,-0.493682,1.161796,-0.463054,-0.461466,-0.380931,-0.268044,-0.464567,-0.139331,-0.007255,0.120218,0.238709
2016-02-05,0.409796,0.510914,0.600777,0.680347,0.750758,0.813147,0.868578,0.918001,0.962246,1.002022,-0.459241,1.037935,1.070496,1.100138,1.127227,1.152073,1.174941,1.196054,1.215607,1.233764,1.250671,-0.471947,1.266451,-0.451197,-0.436785,-0.352133,-0.233946,-0.449888,-0.099220,0.039096,0.172675,0.296915
2016-02-04,0.401242,0.502345,0.592299,0.672024,0.742624,0.805216,0.860852,0.910475,0.954909,0.994864,-0.458484,1.030942,1.063656,1.093439,1.120659,1.145625,1.168604,1.189820,1.209469,1.227715,1.244705,-0.471347,1.260562,-0.451586,-0.437630,-0.354901,-0.238568,-0.449770,-0.105360,0.031850,0.164707,0.288538
2016-02-03,0.405749,0.508973,0.600864,0.682333,0.754490,0.818470,0.875343,0.926071,0.971494,1.012338,-0.452116,1.049219,1.082661,1.113107,1.140932,1.166454,1.189943,1.211632,1.231717,1.250369,1.267736,-0.468536,1.283946,-0.448111,-0.439213,-0.359100,-0.243399,-0.444326,-0.109347,0.029603,0.164638,0.290780
2016-02-02,0.405195,0.508756,0.600959,0.682707,0.755108,0.819301,0.876359,0.927249,0.972815,1.013785,-0.444130,1.050780,1.084323,1.114861,1.142769,1.168367,1.191927,1.213680,1.233824,1.252532,1.269951,-0.462137,1.286209,-0.443613,-0.435869,-0.358188,-0.243940,-0.437874,-0.110546,0.028264,0.163452,0.289887
2016-02-01,0.429523,0.534329,0.627521,0.710053,0.783082,0.847783,0.905259,0.956497,1.002360,1.043586,-0.439866,1.080803,1.114545,1.145260,1.173328,1.199071,1.222764,1.244639,1.264897,1.283709,1.301225,-0.453757,1.317574,-0.450312,-0.426149,-0.346854,-0.230361,-0.439578,-0.094419,0.046894,0.184327,0.312662
2016-01-29,0.439390,0.544750,0.638299,0.721060,0.794232,0.859021,0.916549,0.967819,1.013698,1.054932,-0.450797,1.092154,1.125896,1.156610,1.184676,1.210417,1.234107,1.255979,1.276234,1.295044,1.312557,-0.466102,1.328904,-0.452468,-0.435058,-0.351155,-0.230400,-0.445753,-0.091029,0.052842,0.192096,0.321685
2016-01-28,0.498150,0.604597,0.699067,0.782618,0.856476,0.921866,0.979927,1.031668,1.077970,1.119584,-0.428203,1.157148,1.191200,1.222197,1.250522,1.276500,1.300409,1.322483,1.342925,1.361908,1.379583,-0.435816,1.396081,-0.433995,-0.397538,-0.307782,-0.182542,-0.426254,-0.039777,0.106683,0.247949,0.379140
2016-01-27,0.551050,0.659974,0.756428,0.841585,0.916761,0.983249,1.042237,1.094774,1.141768,1.183991,-0.423305,1.222097,1.256635,1.288070,1.316793,1.343135,1.367378,1.389760,1.410487,1.429734,1.447656,-0.428154,1.464383,-0.429088,-0.384061,-0.286968,-0.154225,-0.421468,-0.004601,0.147735,0.293841,0.428931
2016-01-26,0.544196,0.653320,0.749944,0.835248,0.910553,0.977157,1.036248,1.088879,1.135957,1.178256,-0.435537,1.216431,1.251032,1.282525,1.311301,1.337692,1.361979,1.384403,1.405168,1.424451,1.442406,-0.440903,1.459163,-0.437585,-0.395681,-0.297269,-0.163439,-0.431732,-0.013010,0.139903,0.286428,0.421831
2016-01-25,0.570691,0.681050,0.778859,0.865281,0.941629,1.009193,1.069165,1.122598,1.170408,1.213373,-0.431902,1.252154,1.287309,1.319309,1.348549,1.375367,1.400047,1.422835,1.443937,1.463533,1.481779,-0.430970,1.498809,-0.438019,-0.380997,-0.279479,-0.143597,-0.431078,0.008359,0.162596,0.310392,0.447064
2016-01-22,0.591490,0.704010,0.803639,0.891600,0.969255,1.037942,1.098886,1.153170,1.201729,1.245360,-0.432537,1.284738,1.320431,1.352918,1.382603,1.409828,1.434882,1.458014,1.479436,1.499328,1.517850,-0.433573,1.535138,-0.436988,-0.383174,-0.279162,-0.139655,-0.430430,0.016276,0.174354,0.325617,0.465301
2016-01-21,0.536011,0.643400,0.738589,0.822706,0.897024,0.962798,1.021184,1.073208,1.119758,1.161592,-0.442598,1.199353,1.233584,1.264743,1.293215,1.319329,1.343361,1.365550,1.386098,1.405180,1.422947,-0.440355,1.439531,-0.449387,-0.390774,-0.291468,-0.159021,-0.442418,-0.011097,0.138975,0.282760,0.415726
2016-01-20,0.586292,0.693196,0.787925,0.871617,0.945550,1.010977,1.069052,1.120797,1.167096,1.208704,-0.411889,1.246261,1.280306,1.311296,1.339614,1.365585,1.389487,1.411556,1.431992,1.450970,1.468641,-0.400046,1.485134,-0.429171,-0.344666,-0.242141,-0.108120,-0.418354,0.040383,0.190466,0.333960,0.466492
2016-01-19,0.645140,0.757560,0.857170,0.945159,1.022870,1.091625,1.152642,1.206998,1.255626,1.299323,-0.398912,1.338761,1.374510,1.407049,1.436781,1.464049,1.489144,1.512314,1.533770,1.553695,1.572247,-0.381713,1.589562,-0.435131,-0.325766,-0.221116,-0.082538,-0.415467,0.072220,0.229329,0.379915,0.519179
2016-01-18,0.632434,0.741891,0.839010,0.924917,1.000884,1.068168,1.127933,1.181212,1.228903,1.271776,-0.415988,1.310483,1.345577,1.377524,1.406720,1.433498,1.458144,1.480900,1.501973,1.521543,1.539764,-0.390101,1.556771,-0.445999,-0.324980,-0.215926,-0.077281,-0.430872,0.074865,0.228128,0.374582,0.509937
2016-01-15,0.629034,0.737202,0.832985,0.917574,0.992277,1.058376,1.117042,1.169310,1.216076,1.258103,-0.419042,1.296037,1.330425,1.361726,1.390329,1.416562,1.440705,1.462995,1.483637,1.502806,1.520655,-0.395331,1.537314,-0.444302,-0.329638,-0.219085,-0.079074,-0.431112,0.073851,0.227225,0.373215,0.507686
2016-01-14,0.645982,0.753312,0.848228,0.931968,1.005868,1.071221,1.129201,1.180844,1.227041,1.268551,-0.421408,1.306015,1.339974,1.370883,1.399127,1.425030,1.448868,1.470878,1.491260,1.510187,1.527810,-0.392778,1.544259,-0.446759,-0.321352,-0.206205,-0.063155,-0.434149,0.091437,0.245448,0.391379,0.525362
2016-01-13,0.676466,0.783722,0.878391,0.961784,1.035289,1.100229,1.157801,1.209053,1.254880,1.296046,-0.421110,1.333192,1.366857,1.397496,1.425490,1.451163,1.474789,1.496602,1.516802,1.535560,1.553025,-0.383545,1.569326,-0.458026,-0.306002,-0.186077,-0.039292,-0.440794,0.118064,0.273965,0.421060,0.555646
2016-01-12,0.726434,0.835571,0.931782,1.016453,1.091030,1.156881,1.215237,1.267170,1.313597,1.355295,-0.427354,1.392916,1.427010,1.458036,1.486384,1.512380,1.536304,1.558391,1.578844,1.597837,1.615522,-0.375955,1.632028,-0.480549,-0.288614,-0.160908,-0.007701,-0.457026,0.154965,0.315220,0.465852,0.603299
2016-01-11,0.703122,0.814905,0.913838,1.001181,1.078304,1.146536,1.207092,1.261043,1.309314,1.352694,-0.428018,1.391850,1.427345,1.459654,1.489178,1.516256,1.541176,1.564185,1.585492,1.605279,1.623702,-0.384841,1.640898,-0.473211,-0.304736,-0.182912,-0.033726,-0.452719,0.126868,0.286755,0.438327,0.577610
2016-01-08,0.676140,0.789070,0.889337,0.978084,1.056606,1.126186,1.188013,1.243147,1.292510,1.336894,-0.435440,1.376970,1.413309,1.446392,1.476627,1.504359,1.529884,1.553451,1.575276,1.595544,1.614416,-0.393292,1.632031,-0.484062,-0.317598,-0.200932,-0.056175,-0.461937,0.101296,0.259407,0.410340,0.549836
2016-01-07,0.701225,0.815345,0.916599,1.006171,1.085387,1.155559,1.217895,1.273473,1.323226,1.367954,-0.425467,1.408340,1.444957,1.478291,1.508756,1.536698,1.562416,1.586161,1.608150,1.628571,1.647585,-0.384620,1.665332,-0.470725,-0.307835,-0.188871,-0.041406,-0.449985,0.118730,0.279244,0.432247,0.573481
2016-01-06,0.663953,0.776809,0.877006,0.965675,1.044107,1.113590,1.175317,1.230349,1.279613,1.323902,-0.424328,1.363888,1.400142,1.433147,1.463308,1.490973,1.516434,1.539943,1.561713,1.581931,1.600755,-0.386432,1.618325,-0.477923,-0.317290,-0.205869,-0.064523,-0.452734,0.090984,0.248064,0.398497,0.537763
2016-01-05,0.696444,0.809675,0.909995,0.998623,1.076915,1.146200,1.207700,1.262498,1.311530,1.355595,-0.414486,1.395370,1.431427,1.464247,1.494238,1.521744,1.547059,1.570431,1.592075,1.612175,1.630890,-0.375382,1.648358,-0.467882,-0.303054,-0.187512,-0.042088,-0.442777,0.116898,0.276659,0.428997,0.569511
2016-01-04,0.702713,0.814554,0.913619,1.001124,1.078417,1.146814,1.207524,1.261617,1.310018,1.353515,-0.410613,1.392777,1.428369,1.460766,1.490370,1.517522,1.542510,1.565581,1.586946,1.606787,1.625260,-0.366505,1.642502,-0.467927,-0.290997,-0.174151,-0.028807,-0.441621,0.129236,0.287602,0.438365,0.577291
2015-12-30,0.768970,0.882769,0.983456,1.072326,1.150784,1.220186,1.281774,1.336640,1.385726,1.429837,-0.396811,1.469651,1.505742,1.538592,1.568611,1.596142,1.621480,1.644874,1.666537,1.686655,1.705387,-0.346279,1.722870,-0.452143,-0.261397,-0.135553,0.017391,-0.427565,0.181530,0.344696,0.499232,0.641147
2015-12-29,0.768795,0.879630,0.977646,1.064133,1.140469,1.207988,1.267898,1.321268,1.369014,1.411919,-0.387029,1.450646,1.485750,1.517703,1.546901,1.573680,1.598325,1.621079,1.642150,1.661718,1.679938,-0.333093,1.696943,-0.441341,-0.245264,-0.118635,0.033110,-0.417826,0.194726,0.354665,0.505727,0.644208
2015-12-28,0.736978,0.845293,0.940804,1.024871,1.098921,1.164309,1.222256,1.273824,1.319925,1.361330,-0.379299,1.398686,1.432539,1.463347,1.491495,1.517308,1.541062,1.562993,1.583302,1.602162,1.619721,-0.339524,1.636110,-0.420946,-0.260259,-0.138092,0.011282,-0.401552,0.171228,0.329483,0.478589,0.614829
2015-12-23,0.753329,0.863493,0.960715,1.046348,1.121820,1.188495,1.247602,1.300217,1.347263,1.389523,-0.382248,1.427655,1.462214,1.493665,1.522402,1.548756,1.573009,1.595400,1.616135,1.635390,1.653319,-0.339548,1.670052,-0.426278,-0.257961,-0.133803,0.017497,-0.406118,0.179427,0.339736,0.490923,0.629212
2015-12-22,0.705722,0.812217,0.905932,0.988273,1.060695,1.124571,1.181124,1.231417,1.276354,1.316697,-0.377962,1.353085,1.386055,1.416054,1.443461,1.468593,1.491719,1.513070,1.532841,1.551200,1.568294,-0.347481,1.584249,-0.416446,-0.275729,-0.158197,-0.011540,-0.397171,0.146589,0.303291,0.450814,0.585359
2015-12-21,0.668759,0.774494,0.867455,0.949063,1.020790,1.084014,1.139964,1.189703,1.234133,1.274013,-0.383082,1.309979,1.342562,1.372208,1.399291,1.424125,1.446977,1.468073,1.487609,1.505750,1.522640,-0.364031,1.538405,-0.413743,-0.300466,-0.187800,-0.043811,-0.396644,0.112833,0.268580,0.415333,0.549143
2015-12-18,0.673223,0.778351,0.870730,0.951797,1.023026,1.085797,1.141336,1.190704,1.234798,1.274375,-0.380793,1.310065,1.342398,1.371816,1.398689,1.423330,1.446005,1.466939,1.486323,1.504323,1.521083,-0.359767,1.536725,-0.413719,-0.294926,-0.181523,-0.037252,-0.395754,0.119316,0.274732,0.420991,0.554220
2015-12-17,0.731707,0.839637,0.934396,1.017495,1.090473,1.154761,1.211627,1.262165,1.307297,1.347802,-0.378311,1.384326,1.417414,1.447517,1.475015,1.500230,1.523432,1.544852,1.564687,1.583106,1.600255,-0.346694,1.616260,-0.424307,-0.273760,-0.153057,-0.002042,-0.401151,0.160613,0.321379,0.472244,0.609390
2015-12-16,0.778075,0.888885,0.985972,1.070970,1.145516,1.211120,1.269106,1.320610,1.366587,1.407837,-0.359697,1.445028,1.478713,1.509357,1.537349,1.563015,1.586631,1.608433,1.628621,1.647368,1.664822,-0.335828,1.681113,-0.397334,-0.263810,-0.139160,0.018079,-0.376843,0.187434,0.354412,0.510621,0.652181
2015-12-15,0.766645,0.877372,0.974492,1.059593,1.134280,1.200041,1.258189,1.309849,1.355976,1.397366,-0.352012,1.434686,1.468491,1.499245,1.527338,1.553098,1.576801,1.598682,1.618945,1.637760,1.655279,-0.333187,1.671630,-0.382320,-0.264687,-0.143027,0.011709,-0.364884,0.179119,0.344704,0.499999,0.641020
2015-12-14,0.687348,0.797903,0.895501,0.981453,1.057181,1.124052,1.183310,1.236040,1.283175,1.325505,-0.347371,1.363693,1.398297,1.429788,1.458558,1.484942,1.509221,1.531636,1.552392,1.571667,1.589614,-0.337442,1.606365,-0.377491,-0.284301,-0.179318,-0.039269,-0.359547,0.116788,0.274441,0.424716,0.562942
2015-12-11,0.645013,0.756418,0.855194,0.942489,1.019611,1.087862,1.148440,1.202412,1.250701,1.294095,-0.356973,1.333262,1.368765,1.401081,1.430610,1.457692,1.482616,1.505627,1.526937,1.546726,1.565152,-0.351533,1.582349,-0.381325,-0.304086,-0.205667,-0.071708,-0.365971,0.079587,0.234066,0.382628,0.520310
2015-12-10,0.692186,0.804444,0.903791,0.991462,1.068831,1.137242,1.197925,1.251964,1.300297,1.343720,-0.344165,1.382907,1.418423,1.450748,1.480284,1.507372,1.532300,1.555315,1.576627,1.596419,1.614847,-0.335520,1.632047,-0.367543,-0.282363,-0.177757,-0.038219,-0.352933,0.117633,0.275604,0.426726,0.566225
2015-12-09,0.696485,0.806879,0.904525,0.990660,1.066649,1.133823,1.193397,1.246442,1.293881,1.336497,-0.337676,1.374952,1.409806,1.441526,1.470509,1.497089,1.521550,1.544133,1.565046,1.584467,1.602549,-0.323168,1.619426,-0.368963,-0.267554,-0.162598,-0.023984,-0.351287,0.130216,0.286173,0.435157,0.572537
2015-12-08,0.686799,0.795166,0.891246,0.976170,1.051216,1.117643,1.176617,1.229170,1.276196,1.318460,-0.329388,1.356611,1.391196,1.422677,1.451445,1.477830,1.502112,1.524531,1.545293,1.564573,1.582525,-0.310765,1.599281,-0.359351,-0.253204,-0.149754,-0.014853,-0.343199,0.134799,0.286284,0.431327,0.565448
2015-12-07,0.713062,0.824884,0.924121,1.011900,1.089511,1.158239,1.219275,1.273678,1.322369,1.366134,-0.316162,1.405644,1.441463,1.474068,1.503865,1.531193,1.556345,1.579567,1.601072,1.621043,1.639637,-0.301399,1.656993,-0.344214,-0.246252,-0.143040,-0.006524,-0.328414,0.146007,0.301080,0.449998,0.587999
2015-12-04,0.788763,0.900808,0.999732,1.086880,1.163692,1.231551,1.291706,1.345252,1.393128,1.436131,-0.314571,1.474933,1.510098,1.542101,1.571341,1.598156,1.622833,1.645616,1.666714,1.686306,1.704548,-0.289897,1.721574,-0.343578,-0.220419,-0.102810,0.045912,-0.328261,0.207722,0.369254,0.522289,0.662626
2015-12-03,0.709515,0.826478,0.930856,1.023604,1.105911,1.179011,1.244077,1.302174,1.354238,1.401082,-0.324892,1.443401,1.481786,1.516741,1.548693,1.578004,1.604982,1.629894,1.652965,1.674391,1.694341,-0.310749,1.712962,-0.353493,-0.258447,-0.158462,-0.023985,-0.337593,0.128378,0.285155,0.437294,0.579567
2015-12-02,0.584745,0.702488,0.807471,0.900682,0.983342,1.056711,1.121985,1.180244,1.232439,1.279390,-0.417867,1.321798,1.360260,1.395282,1.427292,1.456655,1.483681,1.508636,1.531746,1.553209,1.573193,-0.423895,1.591845,-0.423029,-0.382245,-0.286894,-0.153668,-0.415805,-0.000883,0.156994,0.310386,0.453820
2015-12-01,0.585018,0.701222,0.805248,0.897935,0.980379,1.053740,1.119140,1.177605,1.230050,1.277271,-0.422980,1.319954,1.358685,1.393966,1.426221,1.455815,1.483058,1.508215,1.531515,1.553154,1.573303,-0.415153,1.592110,-0.434444,-0.364820,-0.267194,-0.135935,-0.426370,0.012929,0.166492,0.316015,0.456358
2015-11-30,0.580391,0.693455,0.794281,0.883822,0.963249,1.033766,1.096517,1.152535,1.202729,1.247887,-0.403232,1.288678,1.325677,1.359368,1.390163,1.418412,1.444414,1.468423,1.490658,1.511307,1.530534,-0.402938,1.548480,-0.409204,-0.357015,-0.261298,-0.130889,-0.402630,0.017131,0.169338,0.316867,0.454664
2015-11-27,0.555557,0.667032,0.766319,0.854397,0.932452,1.001696,1.063275,1.118219,1.167432,1.211693,-0.402203,1.251666,1.287916,1.320922,1.351087,1.378758,1.404226,1.427741,1.449518,1.469743,1.488573,-0.408428,1.506150,-0.404454,-0.367685,-0.275479,-0.147466,-0.398769,-0.001281,0.149300,0.295242,0.431439
2015-11-26,0.583079,0.694575,0.793753,0.881646,0.959478,1.028485,1.089827,1.144542,1.193539,1.237597,-0.403354,1.277383,1.313460,1.346306,1.376325,1.403860,1.429202,1.452601,1.474271,1.494395,1.513132,-0.402421,1.530621,-0.410860,-0.355311,-0.257995,-0.126179,-0.403482,0.022659,0.174975,0.321967,0.458726
2015-11-25,0.572968,0.683102,0.781079,0.867919,0.944828,1.013026,1.073655,1.127739,1.176174,1.219730,-0.403151,1.259064,1.294733,1.327207,1.356887,1.384111,1.409168,1.432304,1.453730,1.473627,1.492154,-0.403475,1.509446,-0.405400,-0.356188,-0.259113,-0.128237,-0.400501,0.019157,0.169783,0.315038,0.450138
2015-11-24,0.614693,0.724499,0.821933,0.908105,0.984287,1.051744,1.111646,1.165035,1.212817,1.255764,-0.367619,1.294534,1.329682,1.361677,1.390914,1.417730,1.442410,1.465197,1.486298,1.505894,1.524140,-0.369285,1.541170,-0.371849,-0.322453,-0.224252,-0.091445,-0.365592,0.057909,0.210086,0.356327,0.491867
2015-11-23,0.629216,0.736439,0.830977,0.914158,0.987397,1.052043,1.109310,1.160258,1.205794,1.246683,-0.378900,1.283569,1.316993,1.347408,1.375195,1.400677,1.424125,1.445774,1.465821,1.484437,1.501770,-0.380325,1.517947,-0.379808,-0.327901,-0.222070,-0.082308,-0.374779,0.071998,0.226833,0.373709,0.508343
2015-11-20,0.576551,0.682943,0.777324,0.860777,0.934542,0.999850,1.057837,1.109516,1.155763,1.197330,-0.375007,1.234852,1.268868,1.299832,1.328128,1.354079,1.377963,1.400015,1.420436,1.439400,1.457057,-0.377802,1.473538,-0.377228,-0.332707,-0.237413,-0.108445,-0.371910,0.036557,0.184234,0.326086,0.457504
2015-11-19,0.595053,0.704119,0.801075,0.886952,0.962965,1.030336,1.090205,1.143594,1.191396,1.234374,-0.356231,1.273181,1.308368,1.340402,1.369678,1.396530,1.421244,1.444063,1.465195,1.484819,1.503092,-0.364084,1.520147,-0.352207,-0.322107,-0.228459,-0.099819,-0.349337,0.045973,0.195294,0.339365,0.473328
2015-11-18,0.635971,0.749840,0.851219,0.941132,1.020805,1.091481,1.154333,1.210414,1.260646,1.305825,-0.362952,1.346627,1.383630,1.417322,1.448115,1.476361,1.502359,1.526364,1.548594,1.569240,1.588462,-0.365206,1.606405,-0.363642,-0.318256,-0.219722,-0.085968,-0.359177,0.065214,0.220093,0.369726,0.509101
2015-11-17,0.649764,0.763981,0.865649,0.955811,1.035700,1.106570,1.169596,1.225833,1.276207,1.321514,-0.368832,1.362433,1.399543,1.433332,1.464215,1.492544,1.518618,1.542693,1.564988,1.585694,1.604974,-0.366634,1.622968,-0.370821,-0.315190,-0.213131,-0.076871,-0.366310,0.076024,0.232065,0.382502,0.522456
2015-11-16,0.648388,0.762689,0.864488,0.954803,1.034853,1.105880,1.169055,1.225432,1.275935,1.321361,-0.362863,1.362389,1.399599,1.433479,1.464446,1.492852,1.518997,1.543138,1.565495,1.586258,1.605590,-0.360335,1.623634,-0.368933,-0.310618,-0.210545,-0.075905,-0.362489,0.075861,0.231205,0.381273,0.521082
2015-11-13,0.666982,0.781084,0.882619,0.972642,1.052395,1.123135,1.186038,1.242163,1.292432,1.337644,-0.369608,1.378476,1.415506,1.449222,1.480038,1.508304,1.534321,1.558343,1.580590,1.601251,1.620487,-0.359051,1.638443,-0.382320,-0.303036,-0.198451,-0.060802,-0.373657,0.092830,0.249226,0.399794,0.539749
